ID	GRADRAT	CSAT	MATRICULADOS	PUBLICO	STUAULA	GASTO	ACT
3492	62	943	5.74939298590825	0	16.1	3.34	22
3496	65	NA	4.95582705760126	0	10.7	3.35	NA
3497	NA	NA	5.68017260901707	0	11.1	3.15	NA
3498	60	NA	5.41164605185504	0	16.1	3.43	22
3500	52	916	6.11589212548303	0	18.5	3.32	21
3501	NA	NA	5.17614973257383	0	16.2	1.7	NA
3502	53	NA	5.89440283426485	0	14.6	2.89	23
3505	51	953	5.17048399503815	0	11.1	4.208	23
3509	33	NA	7.43307534889858	1	16.9	NA	22
3510	39	942	7.66481578528574	1	19.2	2.558	20
3511	64	NA	5.24174701505964	0	12	3.3	23
3518	59	NA	5.85507192220243	0	14.1	3.496	NA
3519	77	NA	5.96870755998537	0	10.8	4.768	NA
3522	41	NA	6.58063913728495	1	18.6	2.29	NA
3523	54	NA	7.36518012602101	1	16.9	3.63	NA
3525	36	810	4.59511985013459	0	8.9	3.64	19
3526	49	NA	4.97673374242057	0	14	3.27	NA
3527	52	790	4.97673374242057	0	21.9	NA	19
3528	NA	NA	6.00635315960173	0	13.5	2.53	24
3529	39	NA	6.89871453432999	1	16.8	3.304	22
3530	53	993	8.0106915391303	1	16.5	3.262	23
3531	48	NA	7.02375895473844	1	19.6	2.89	22
3534	82	1158	5.78689738136671	0	10.3	4.08	27
3535	83	1199	7.3125534981026	0	5.8	6.525	28
3536	62	NA	4.68213122712422	0	12.6	3.95	NA
3537	60	NA	6.58063913728495	0	18.1	NA	22
3541	34	950	6.92362862813843	1	23.1	3.592	22
3543	71	1052	5.68697535633982	0	13	NA	24
3557	42	871	4.66343909411207	0	12.1	NA	20
3560	87	932	5.04342511691925	0	14.4	3.27	22
3564	38	NA	5.57972982598622	0	15.7	2.78	21
3565	35	878	6.57786135772105	1	21.8	NA	21
3571	38	980	5.85793315448346	0	13.7	2.98	22
3575	37	863	5.77455154554441	0	12.7	2.992	20
3576	56	930	5.37063802812766	0	14	NA	22
3577	NA	786	4.7361984483945	0	11	3.624	16
3578	95	921	5.95583736946483	0	11.4	4.689	21
3581	26	872	6.94985645500077	1	18.4	3.04	20
3584	56	1043	5.31811999384422	0	20.8	NA	24
3586	39	NA	5.61677109766657	0	11.9	NA	21
3588	NA	NA	5.55682806169954	0	16.4	3.136	NA
3591	32	908	5.23110861685459	0	11	NA	21
3592	36	NA	6.62140565176413	1	21.6	3.436	NA
3594	35	993	7.6251071482389	1	22.6	3.579	23
3598	37	841	5.68697535633982	0	14.9	3.644	NA
3599	16	NA	7.49554194388426	1	22.9	NA	NA
3604	91	NA	6.45047042214418	0	8.6	5.725	NA
3606	43	NA	7.36327958696304	1	27.2	2.99	21
3610	52	890	4.87519732320115	0	11.8	5.9	22
3613	72	NA	7.06133436691044	0	13.5	5.078	NA
3615	39	907	7.79193595693806	1	21.2	NA	21
3619	36	814	5.14749447681345	0	13	3.736	21
3620	67	1103	5.8636311755981	0	11.3	4.675	25
3621	46	921	5.92692602597041	0	15.7	NA	22
3623	72	970	6.02586597382531	0	16.2	NA	22
3624	50	939	7.72841577984104	1	21.4	NA	21
3625	28	744	5.72031177660741	1	18.8	2.98	17
3630	35	709	6.96696713861398	1	19.4	3.5	17
3631	41	832	6.82762923450285	1	21.9	2.784	20
3636	64	NA	7.08590146436561	0	14.8	3.32	NA
3637	25	657	5.32787616878958	0	12.1	3.06	11
3638	26	620	5.24174701505964	0	18.4	2.43	16
3639	42	NA	6.96129604591017	1	19.7	NA	18
3641	50	934	5.37063802812766	0	13.8	3.41	22
3642	10	810	7.86480400332846	1	18.2	3.36	19
3644	41	982	7.99193051985248	1	24.7	NA	23
3645	43	841	5.63121178182137	0	14.5	NA	20
3646	35	NA	6.16120732169508	1	14.3	2.942	NA
3647	93	1210	6.39859493453521	0	9.6	5.15	NA
3651	63	1143	5.50533153593236	0	13.4	6.23	26
3652	32	984	7.67322312112171	1	14.6	NA	22
3654	62	1060	5.22035582507832	0	12.6	3.67	26
3656	29	940	7.27793857294566	1	21	2.78	21
3658	65	1126	8.58091888229678	1	19.7	3.309	25
3661	NA	NA	7.71957398925958	1	23.1	NA	19
3663	91	910	5.27811465923052	0	13.6	2.791	20
3665	34	890	6.93049476595163	1	21.9	2.706	21
3670	33	NA	8.43706714693695	0	20.5	3.58	NA
3675	37	1027	7.78322401633604	1	12.8	3.975	24
3677	NA	1000	7.793999089504	1	18.7	3.315	22
3678	59	NA	6.75227037614174	1	20.5	NA	NA
3680	38	NA	7.46737106691756	1	23.9	2.595	21
3681	50	NA	5.36129216570943	0	10.5	4.05	NA
3682	55	1116	4.7361984483945	0	10.1	4.1	NA
3683	79	875	5.89440283426485	1	14.7	4.69	21
3685	76	790	4.00733318523247	0	9.5	NA	NA
3686	100	1000	3.89182029811063	0	14.5	NA	NA
3687	76	880	5.28826703069454	0	14	NA	NA
3688	36	848	5.63121178182137	1	14.4	4.69	NA
3689	51	NA	5.40717177146012	1	12.6	4.64	NA
3690	61	1070	4.14313472639153	0	7.5	NA	NA
3691	97	NA	6.11146733950268	0	10.5	NA	NA
3692	63	NA	6.4393503711001	0	13.1	NA	20
3693	57	NA	4.68213122712422	0	13.4	4.514	NA
3694	84	1003	6.13772705408623	0	14.5	5.86	NA
3695	78	830	4.51085950651685	0	10.4	5.208	NA
3696	79	1041	7.45876269238096	1	9.9	4.928	NA
3702	48	893	5.14749447681345	0	22.4	NA	NA
3703	53	819	5.19849703126583	0	17.8	4.35	20
3704	82	NA	5.67675380226828	0	13.2	4.725	NA
3705	93	1240	7.10414409298753	1	12.1	4.298	NA
3706	48	870	6.0591231955818	1	21.2	NA	NA
3708	82	NA	5.4249500174814	0	11.4	3.8	NA
3709	82	930	5.42053499927229	0	13.9	4.408	23
3711	22	819	5.8171111599632	0	12.5	NA	NA
3713	69	1081	5.7268477475872	0	13.3	4.773	NA
3714	70	917	7.26752542782817	0	14	3.518	NA
3715	72	1007	5.37063802812766	0	11.1	5.515	23
3719	62	952	6.58479139238572	1	18.4	NA	23
3720	70	NA	5.90263333340137	0	12.4	5.4	NA
3721	98	1107	7.64108424917491	1	17.9	NA	NA
3723	90	929	5.29330482472449	0	6.8	NA	NA
3724	55	907	5.36597601502185	0	10.6	NA	NA
3728	45	934	7.13169851046691	1	15.1	NA	NA
3732	62	950	7.46278915741245	1	19.6	NA	22
3733	74	1016	5.72358510195238	0	10.7	3.735	NA
3734	68	1019	5.12989871492307	0	9.2	NA	25
3735	45	937	7.35691824235602	1	8.7	4.182	NA
3736	72	1019	6.07993319509559	0	13	NA	NA
3737	59	915	5.38449506278909	0	9.2	NA	20
3739	45	NA	5.49306144334055	0	14	NA	NA
3742	61	1010	4.98360662170834	0	6.5	NA	24
3744	100	NA	6.62804137617953	0	11.7	3.285	NA
3746	84	NA	6.62804137617953	1	17.6	4.942	NA
3747	46	855	5.52146091786225	1	18.1	3.689	NA
3749	46	NA	7.45414107814668	1	19.3	4.84	NA
3752	48	837	4.92725368515721	0	12.3	NA	19
3753	68	1025	5.85507192220243	1	11.1	NA	22
3754	73	NA	8.36100710822691	1	13.8	NA	NA
3764	31	NA	6.55677835615804	1	16	4.845	NA
3765	NA	NA	7.21376830811864	1	15.8	3.6	NA
3766	30	660	6.11589212548303	0	13.7	NA	NA
3767	68	NA	5.65948221575962	0	15.7	5.1	NA
3768	90	NA	6.05208916892442	0	9.6	4.619	NA
3771	51	NA	6.91473089271856	1	18.1	NA	NA
3775	47	750	6.64248680136726	1	17	3.914	17
3777	100	NA	3.04452243772342	0	9.5	NA	NA
3778	69	1031	6.26530121273771	0	14.7	NA	25
3785	83	1005	6.22257626807137	0	11	4.488	23
3788	66	953	6.01859321449623	0	16.8	NA	NA
3790	89	989	6.20253551718792	0	12.2	4.375	24
3794	40	940	4.14313472639153	0	14.5	NA	19
3797	63	1101	6.53378883793334	0	15	NA	26
3798	65	NA	8.1146238864201	1	9	NA	NA
3799	NA	NA	5.73009978297357	0	11.5	3.417	22
3800	56	NA	7.79975331828725	1	16.9	NA	NA
3802	61	1000	7.34536484041687	1	22.7	NA	24
3803	72	1150	5.88332238848828	0	10.5	4.9	27
3804	80	1034	5.91889385427315	0	16.9	NA	24
3806	52	837	5.14749447681345	0	11.5	3.38	20
3808	59	927	5.34710753071747	0	13	NA	23
3809	42	780	6.24997524225948	1	16.3	NA	19
3810	49	NA	5.94803498918065	0	19.2	3.236	20
3811	94	836	5.20948615284142	0	12.8	4.45	19
3812	50	NA	7.49554194388426	1	19.6	3.04	19
3813	65	NA	6.31535800152234	1	17.3	3.264	19
3815	50	915	7.60439634879634	0	16.6	4.01	23
3818	57	948	5.31811999384422	0	2.5	NA	21
3820	98	NA	4.78749174278205	0	13	3.952	22
3822	46	903	6.32256523992728	0	16.5	3.89	24
3823	60	NA	6.16961073249146	1	16.3	NA	19
3825	56	NA	6.51471269087253	1	15.3	3.752	20
3826	NA	NA	6.86380339145295	1	19.2	3.2	18
3827	57	946	7.96589273508453	1	13.4	4.31	22
3830	67	928	6.18001665365257	0	16.4	3.775	23
3831	72	912	5.36129216570943	0	14.1	4.545	22
3832	55	NA	5.05624580534831	0	11.1	NA	20
3835	69	1124	5.64897423816121	0	11.1	3.616	26
3838	79	NA	5.8636311755981	0	17.8	3.88	22
3839	62	980	6.07304453410041	0	15.9	NA	22
3842	57	NA	5.77765232322266	0	20.5	NA	22
3854	57	NA	5.44241771052179	0	17.2	NA	20
3856	77	NA	5.78074351579233	0	10.1	3.891	NA
3861	59	NA	5.82008293035236	0	8.4	NA	20
3863	77	1053	7.42952084278646	0	13.5	NA	25
3868	67	NA	6.20657592672493	0	16.7	3.255	25
3869	78	1030	4.79579054559674	0	10.7	NA	20
3875	52	965	5.29831736654804	0	15.9	3.75	21
3884	64	1070	5.35185813347607	0	9.4	4.1	24
3892	88	1167	6.34212141872115	0	15.1	4.45	24
3895	72	NA	8.44052810648075	1	11.5	4.29	NA
3896	38	NA	7.56527528189893	1	15.9	2.964	22
3899	46	NA	6.63200177739563	1	22.2	2.8	22
3911	73	NA	5.6021188208797	0	10.7	3.405	22
3915	65	NA	6.93731408122368	1	21	2.592	21
3917	61	985	7.57916796739608	1	19.3	2.705	23
3919	54	NA	7.44073370738926	1	21.3	NA	NA
3921	59	NA	6.82110747225646	1	20.6	2.515	22
3923	46	NA	NA	1	18.1	2.5	NA
3924	67	NA	7.22620901010067	1	19.2	2.958	22
3925	36	NA	5.8348107370626	1	15.2	2.78	21
3926	67	NA	7.29437729928882	1	23.1	NA	21
3932	45	NA	6.9782137426307	1	15.1	3.422	23
3948	30	NA	3.71357206670431	0	14.4	NA	NA
3954	46	997	7.55903825544338	1	22.2	4.234	23
3955	53	948	6.15697898558556	1	23.4	NA	22
3969	45	1052	8.16735198705607	1	12.2	3.744	23
3985	45	1010	6.44888939414686	0	15.5	3.994	23
3986	74	985	5.66988092298052	0	13.3	4.785	NA
3987	52	788	5.22035582507832	0	14.2	4.782	NA
3988	NA	865	4.23410650459726	0	11	NA	NA
4509	NA	NA	5.76205138278018	1	15	NA	NA
4661	62	1111	5.73334127689775	0	11.4	5.475	NA
4673	NA	NA	7.06561336359772	0	38.2	NA	NA
4731	72	928	5.03043792139244	0	22.2	4.934	NA
4741	57	1034	5.44673737166631	1	18.6	4.748	NA
4759	26	751	6.55961523749324	1	18.9	NA	NA
4766	47	NA	7.17011954344963	1	18.2	NA	NA
4779	61	830	6.56103066589657	0	21.6	5.57	NA
4804	53	NA	6.65672652417839	0	18.6	5.5	NA
4917	61	861	6.5206211275587	0	16.4	6.05	NA
5015	28	NA	6.64898455002478	1	18.4	NA	20
6740	24	1007	5.56452040732269	1	18.1	NA	23
6771	47	NA	5.31320597904179	0	6.8	6.643	21
6791	46	952	5.96614673912369	1	14.9	4.76	NA
6858	44	965	5.22035582507832	0	11.4	4.75	NA
6883	56	NA	8.58110651715989	1	13.1	NA	NA
6951	38	870	5.9427993751267	1	15.9	NA	19
6964	77	1107	8.41626727282628	1	19.5	4.766	NA
6965	63	1083	8.14612951002541	1	18.1	4.06	NA
6967	72	NA	7.76937860951398	0	18.5	3.92	NA
6968	95	NA	7.89282552625112	1	9.5	3.792	NA
7022	30	778	6.64378973314767	1	15.3	NA	NA
7032	49	NA	5.41610040220442	0	15.4	NA	22
7085	58	NA	5.8111409929767	0	19.8	NA	22
7104	85	NA	8.09864284375942	1	17.6	3.96	NA
7109	22	NA	5.91350300563827	1	25.3	4.42	NA
7279	NA	955	7.06390396147207	0	23.3	NA	23
7540	32	NA	4.70048036579242	0	17.9	NA	20
7893	69	989	5.82304589548302	0	18.1	3.2	23
7948	56	NA	6.45362499889269	0	12.5	NA	NA
7993	24	842	6.0282785202307	1	13.4	NA	21
8155	68	1042	6.08221891037645	1	18.1	NA	NA
8310	42	NA	6.46925031679577	1	18.1	4.43	21
8759	35	820	5.65248918026865	0	91.8	4.385	20
8770	60	925	6.22257626807137	0	16.7	5.4	NA
8795	48	1004	5.52942908751142	0	11.3	3.336	24
8848	42	762	4.89783979995091	0	14.4	3.27	17
8849	38	947	5.85507192220243	0	19	NA	21
9058	68	NA	5.73657229747919	0	12.1	4	NA
9089	NA	NA	5.12989871492307	0	11.9	NA	20
9092	87	1177	8.49556089128912	1	11.5	NA	27
9168	NA	NA	NA	1	8.1	NA	NA
9192	29	800	4.60517018598809	0	7.5	4.5	21
9226	43	837	6.70808408385307	1	19.1	3.138	NA
9235	63	860	7.08002649992259	1	19.2	2.924	NA
9265	42	1040	7.38398945797851	1	17	2.744	23
9275	52	NA	7.42773884053289	1	17.7	NA	NA
9344	47	970	5.89164421182577	1	17.8	4.86	NA
9345	64	1041	6.56526497003536	1	19.5	4.351	NA
9401	NA	867	5.73657229747919	0	8.6	NA	21
9554	56	1052	8.03495502450216	1	13.6	NA	NA
9563	40	825	8.05420489706441	1	16.6	NA	20
9630	56	NA	7.32317071794347	1	19.2	2.394	22
9635	66	1019	6.97634807044775	1	13.9	NA	23
9636	33	NA	7.44483327389219	1	15.9	2.716	17
9645	84	1171	4.88280192258637	0	8.2	5.62	NA
9741	NA	1188	6.01615715969835	1	20.8	NA	27
9743	NA	NA	4.71849887129509	0	17.6	NA	18
9762	NA	957	6.80793494369993	1	14.6	NA	NA
9841	47	1017	6.32793678372919	1	17.8	NA	22
9930	NA	839	4.07753744390572	1	15.5	NA	19
10097	36	660	6.46769872610435	1	16.5	NA	NA
10115	50	907	7.4301141385618	1	25.3	NA	21
10256	58	NA	5.40267738187228	0	14.1	3.85	NA
10286	NA	NA	7.45298232946546	1	15.1	NA	NA
10298	43	NA	5.49306144334055	1	17.4	3.122	NA
10300	NA	NA	7.14519613499717	1	14.6	2.62	22
10311	73	1020	6.69208374250663	0	17.7	3.528	24
10313	34	NA	7.54486106865846	1	14.3	NA	22
10366	69	1069	8.76280248744611	1	23.1	3.412	25
10392	NA	NA	6.64509096950564	0	17.9	NA	NA
10395	66	1038	6.78671695060508	0	15.6	NA	NA
10448	71	1172	4.20469261939097	0	10.9	NA	NA
11462	NA	881	7.05789793741186	1	13.7	5.12	20
11649	84	1034	6.62406522779989	0	14.2	5.916	NA
12748	NA	NA	6.85856503479136	1	17.3	NA	19
12826	8	NA	7.01031186730723	1	20.6	NA	NA
20648	NA	1009	5.40717177146012	0	17.2	2.9	NA
20662	59	1089	6.45204895443723	0	10.2	8.02	NA
21366	50	NA	4.31748811353631	0	8.5	3.7	23
29013	71	1032	7.63240112660145	1	16	5.072	NA
29020	31	850	6.21460809842219	1	15.8	NA	NA
29022	NA	1000	4.85981240436167	0	2.3	NA	23
29040	48	845	7.26752542782817	1	17.6	NA	NA
29059	55	905	4.969813299576	0	13.1	4.44	22
29099	64	850	6.11368217983223	0	15.4	NA	NA
29100	NA	NA	7.44833386089748	1	11.7	NA	NA
29258	55	1005	5.95583736946483	0	16.1	5	23
29261	58	1136	3.93182563272433	0	9.3	NA	23
30431	60	1066	3.09104245335832	0	11.8	NA	25
